Three-Digit ZIP Code,Year,Quarter,Index (NSA),Index Type,,,
010,1995,1,100.00,Native 3-Digit ZIP index,,,
010,1995,2,101.59,Native 3-Digit ZIP index,,,
010,1995,3,103.81,Native 3-Digit ZIP index,,,
010,1995,4,103.75,Native 3-Digit ZIP index,,,
010,1996,1,104.99,Native 3-Digit ZIP index,,,
010,1996,2,103.74,Native 3-Digit ZIP index,,,
010,1996,3,102.97,Native 3-Digit ZIP index,,,
010,1996,4,103.69,Native 3-Digit ZIP index,,,
010,1997,1,104.23,Native 3-Digit ZIP index,,,
010,1997,2,104.94,Native 3-Digit ZIP index,,,
010,1997,3,105.54,Native 3-Digit ZIP index,,,
010,1997,4,106.67,Native 3-Digit ZIP index,,,
010,1998,1,107.91,Native 3-Digit ZIP index,,,
010,1998,2,108.77,Native 3-Digit ZIP index,,,
010,1998,3,109.29,Native 3-Digit ZIP index,,,
010,1998,4,110.57,Native 3-Digit ZIP index,,,
010,1999,1,110.98,Native 3-Digit ZIP index,,,
010,1999,2,112.18,Native 3-Digit ZIP index,,,
010,1999,3,115.04,Native 3-Digit ZIP index,,,
010,1999,4,114.72,Native 3-Digit ZIP index,,,
010,2000,1,117.37,Native 3-Digit ZIP index,,,
010,2000,2,117.89,Native 3-Digit ZIP index,,,
010,2000,3,119.93,Native 3-Digit ZIP index,,,
010,2000,4,121.54,Native 3-Digit ZIP index,,,
010,2001,1,124.88,Native 3-Digit ZIP index,,,
010,2001,2,126.99,Native 3-Digit ZIP index,,,
010,2001,3,130.27,Native 3-Digit ZIP index,,,
010,2001,4,131.18,Native 3-Digit ZIP index,,,
010,2002,1,134.42,Native 3-Digit ZIP index,,,
010,2002,2,138.16,Native 3-Digit ZIP index,,,
010,2002,3,142.49,Native 3-Digit ZIP index,,,
010,2002,4,145.16,Native 3-Digit ZIP index,,,
010,2003,1,147.60,Native 3-Digit ZIP index,,,
010,2003,2,150.32,Native 3-Digit ZIP index,,,
010,2003,3,154.41,Native 3-Digit ZIP index,,,
010,2003,4,161.36,Native 3-Digit ZIP index,,,
010,2004,1,163.91,Native 3-Digit ZIP index,,,
010,2004,2,169.51,Native 3-Digit ZIP index,,,
010,2004,3,177.73,Native 3-Digit ZIP index,,,
010,2004,4,182.95,Native 3-Digit ZIP index,,,
010,2005,1,187.85,Native 3-Digit ZIP index,,,
010,2005,2,193.95,Native 3-Digit ZIP index,,,
010,2005,3,199.23,Native 3-Digit ZIP index,,,
010,2005,4,202.43,Native 3-Digit ZIP index,,,
010,2006,1,204.38,Native 3-Digit ZIP index,,,
010,2006,2,204.74,Native 3-Digit ZIP index,,,
010,2006,3,203.63,Native 3-Digit ZIP index,,,
010,2006,4,207.03,Native 3-Digit ZIP index,,,
010,2007,1,208.06,Native 3-Digit ZIP index,,,
010,2007,2,207.56,Native 3-Digit ZIP index,,,
010,2007,3,206.01,Native 3-Digit ZIP index,,,
010,2007,4,207.49,Native 3-Digit ZIP index,,,
010,2008,1,206.69,Native 3-Digit ZIP index,,,
010,2008,2,202.04,Native 3-Digit ZIP index,,,
010,2008,3,195.18,Native 3-Digit ZIP index,,,
010,2008,4,196.29,Native 3-Digit ZIP index,,,
010,2009,1,198.66,Native 3-Digit ZIP index,,,
010,2009,2,193.62,Native 3-Digit ZIP index,,,
010,2009,3,191.37,Native 3-Digit ZIP index,,,
010,2009,4,192.29,Native 3-Digit ZIP index,,,
010,2010,1,191.15,Native 3-Digit ZIP index,,,
010,2010,2,188.80,Native 3-Digit ZIP index,,,
010,2010,3,191.12,Native 3-Digit ZIP index,,,
010,2010,4,190.59,Native 3-Digit ZIP index,,,
010,2011,1,187.29,Native 3-Digit ZIP index,,,
010,2011,2,185.55,Native 3-Digit ZIP index,,,
010,2011,3,184.82,Native 3-Digit ZIP index,,,
010,2011,4,184.74,Native 3-Digit ZIP index,,,
010,2012,1,183.87,Native 3-Digit ZIP index,,,
010,2012,2,182.88,Native 3-Digit ZIP index,,,
010,2012,3,183.11,Native 3-Digit ZIP index,,,
010,2012,4,184.21,Native 3-Digit ZIP index,,,
010,2013,1,183.16,Native 3-Digit ZIP index,,,
010,2013,2,183.49,Native 3-Digit ZIP index,,,
010,2013,3,183.31,Native 3-Digit ZIP index,,,
010,2013,4,185.15,Native 3-Digit ZIP index,,,
010,2014,1,181.90,Native 3-Digit ZIP index,,,
010,2014,2,184.68,Native 3-Digit ZIP index,,,
010,2014,3,187.93,Native 3-Digit ZIP index,,,
010,2014,4,187.93,Native 3-Digit ZIP index,,,
010,2015,1,186.76,Native 3-Digit ZIP index,,,
010,2015,2,190.17,Native 3-Digit ZIP index,,,
010,2015,3,191.90,Native 3-Digit ZIP index,,,
010,2015,4,191.83,Native 3-Digit ZIP index,,,
010,2016,1,191.53,Native 3-Digit ZIP index,,,
011,1995,1,100.00,Native 3-Digit ZIP index,,,
011,1995,2,103.40,Native 3-Digit ZIP index,,,
011,1995,3,105.82,Native 3-Digit ZIP index,,,
011,1995,4,106.80,Native 3-Digit ZIP index,,,
011,1996,1,107.87,Native 3-Digit ZIP index,,,
011,1996,2,107.11,Native 3-Digit ZIP index,,,
011,1996,3,101.32,Native 3-Digit ZIP index,,,
011,1996,4,103.38,Native 3-Digit ZIP index,,,
011,1997,1,104.75,Native 3-Digit ZIP index,,,
011,1997,2,107.21,Native 3-Digit ZIP index,,,
011,1997,3,107.35,Native 3-Digit ZIP index,,,
011,1997,4,106.38,Native 3-Digit ZIP index,,,
011,1998,1,111.66,Native 3-Digit ZIP index,,,
011,1998,2,112.82,Native 3-Digit ZIP index,,,
011,1998,3,113.56,Native 3-Digit ZIP index,,,
011,1998,4,114.87,Native 3-Digit ZIP index,,,
011,1999,1,115.57,Native 3-Digit ZIP index,,,
011,1999,2,115.48,Native 3-Digit ZIP index,,,
011,1999,3,118.26,Native 3-Digit ZIP index,,,
011,1999,4,117.27,Native 3-Digit ZIP index,,,
011,2000,1,120.42,Native 3-Digit ZIP index,,,
011,2000,2,120.80,Native 3-Digit ZIP index,,,
011,2000,3,123.99,Native 3-Digit ZIP index,,,
011,2000,4,126.25,Native 3-Digit ZIP index,,,
011,2001,1,130.19,Native 3-Digit ZIP index,,,
011,2001,2,133.01,Native 3-Digit ZIP index,,,
011,2001,3,133.94,Native 3-Digit ZIP index,,,
011,2001,4,139.54,Native 3-Digit ZIP index,,,
011,2002,1,142.52,Native 3-Digit ZIP index,,,
011,2002,2,147.71,Native 3-Digit ZIP index,,,
011,2002,3,150.81,Native 3-Digit ZIP index,,,
011,2002,4,154.68,Native 3-Digit ZIP index,,,
011,2003,1,158.70,Native 3-Digit ZIP index,,,
011,2003,2,159.58,Native 3-Digit ZIP index,,,
011,2003,3,165.23,Native 3-Digit ZIP index,,,
011,2003,4,169.63,Native 3-Digit ZIP index,,,
011,2004,1,173.90,Native 3-Digit ZIP index,,,
011,2004,2,178.34,Native 3-Digit ZIP index,,,
011,2004,3,185.78,Native 3-Digit ZIP index,,,
011,2004,4,191.37,Native 3-Digit ZIP index,,,
011,2005,1,196.00,Native 3-Digit ZIP index,,,
011,2005,2,197.33,Native 3-Digit ZIP index,,,
011,2005,3,207.08,Native 3-Digit ZIP index,,,
011,2005,4,211.08,Native 3-Digit ZIP index,,,
011,2006,1,214.34,Native 3-Digit ZIP index,,,
011,2006,2,213.90,Native 3-Digit ZIP index,,,
011,2006,3,213.60,Native 3-Digit ZIP index,,,
011,2006,4,216.89,Native 3-Digit ZIP index,,,
011,2007,1,213.20,Native 3-Digit ZIP index,,,
011,2007,2,218.14,Native 3-Digit ZIP index,,,
011,2007,3,212.55,Native 3-Digit ZIP index,,,
011,2007,4,213.20,Native 3-Digit ZIP index,,,
011,2008,1,209.86,Native 3-Digit ZIP index,,,
011,2008,2,202.34,Native 3-Digit ZIP index,,,
011,2008,3,196.61,Native 3-Digit ZIP index,,,
011,2008,4,194.46,Native 3-Digit ZIP index,,,
011,2009,1,198.30,Native 3-Digit ZIP index,,,
011,2009,2,192.42,Native 3-Digit ZIP index,,,
011,2009,3,190.79,Native 3-Digit ZIP index,,,
011,2009,4,192.04,Native 3-Digit ZIP index,,,
011,2010,1,191.44,Native 3-Digit ZIP index,,,
011,2010,2,186.34,Native 3-Digit ZIP index,,,
011,2010,3,188.97,Native 3-Digit ZIP index,,,
011,2010,4,190.16,Native 3-Digit ZIP index,,,
011,2011,1,181.70,Native 3-Digit ZIP index,,,
011,2011,2,182.88,Native 3-Digit ZIP index,,,
011,2011,3,182.73,Native 3-Digit ZIP index,,,
011,2011,4,182.81,Native 3-Digit ZIP index,,,
011,2012,1,181.71,Native 3-Digit ZIP index,,,
011,2012,2,176.70,Native 3-Digit ZIP index,,,
011,2012,3,178.54,Native 3-Digit ZIP index,,,
011,2012,4,180.45,Native 3-Digit ZIP index,,,
011,2013,1,176.54,Native 3-Digit ZIP index,,,
011,2013,2,179.80,Native 3-Digit ZIP index,,,
011,2013,3,178.67,Native 3-Digit ZIP index,,,
011,2013,4,179.85,Native 3-Digit ZIP index,,,
011,2014,1,178.72,Native 3-Digit ZIP index,,,
011,2014,2,183.75,Native 3-Digit ZIP index,,,
011,2014,3,181.31,Native 3-Digit ZIP index,,,
011,2014,4,181.41,Native 3-Digit ZIP index,,,
011,2015,1,182.20,Native 3-Digit ZIP index,,,
011,2015,2,184.49,Native 3-Digit ZIP index,,,
011,2015,3,188.23,Native 3-Digit ZIP index,,,
011,2015,4,186.82,Native 3-Digit ZIP index,,,
011,2016,1,184.65,Native 3-Digit ZIP index,,,
012,1995,1,100.00,MSA/MSAD Index,,,
012,1995,2,107.55,MSA/MSAD Index,,,
012,1995,3,108.66,MSA/MSAD Index,,,
012,1995,4,111.82,MSA/MSAD Index,,,
012,1996,1,113.05,MSA/MSAD Index,,,
012,1996,2,108.31,MSA/MSAD Index,,,
012,1996,3,110.87,MSA/MSAD Index,,,
012,1996,4,118.78,MSA/MSAD Index,,,
012,1997,1,113.23,MSA/MSAD Index,,,
012,1997,2,111.14,MSA/MSAD Index,,,
012,1997,3,111.28,MSA/MSAD Index,,,
012,1997,4,116.73,MSA/MSAD Index,,,
012,1998,1,116.53,MSA/MSAD Index,,,
012,1998,2,115.11,MSA/MSAD Index,,,
012,1998,3,115.16,MSA/MSAD Index,,,
012,1998,4,116.47,MSA/MSAD Index,,,
012,1999,1,118.92,MSA/MSAD Index,,,
012,1999,2,115.54,MSA/MSAD Index,,,
012,1999,3,121.25,MSA/MSAD Index,,,
012,1999,4,120.76,MSA/MSAD Index,,,
012,2000,1,126.28,MSA/MSAD Index,,,
012,2000,2,123.17,MSA/MSAD Index,,,
012,2000,3,124.59,MSA/MSAD Index,,,
012,2000,4,130.51,MSA/MSAD Index,,,
012,2001,1,132.32,MSA/MSAD Index,,,
012,2001,2,135.03,MSA/MSAD Index,,,
012,2001,3,134.69,MSA/MSAD Index,,,
012,2001,4,138.55,MSA/MSAD Index,,,
012,2002,1,140.71,MSA/MSAD Index,,,
012,2002,2,144.31,MSA/MSAD Index,,,
012,2002,3,149.77,MSA/MSAD Index,,,
012,2002,4,152.45,MSA/MSAD Index,,,
012,2003,1,155.27,MSA/MSAD Index,,,
012,2003,2,156.34,MSA/MSAD Index,,,
012,2003,3,161.53,MSA/MSAD Index,,,
012,2003,4,169.01,MSA/MSAD Index,,,
012,2004,1,170.52,MSA/MSAD Index,,,
012,2004,2,175.97,MSA/MSAD Index,,,
012,2004,3,183.16,MSA/MSAD Index,,,
012,2004,4,190.98,MSA/MSAD Index,,,
012,2005,1,190.65,MSA/MSAD Index,,,
012,2005,2,198.80,MSA/MSAD Index,,,
012,2005,3,204.88,MSA/MSAD Index,,,
012,2005,4,205.56,MSA/MSAD Index,,,
012,2006,1,214.54,MSA/MSAD Index,,,
012,2006,2,214.31,MSA/MSAD Index,,,
012,2006,3,214.67,MSA/MSAD Index,,,
012,2006,4,219.00,MSA/MSAD Index,,,
012,2007,1,220.58,MSA/MSAD Index,,,
012,2007,2,219.42,MSA/MSAD Index,,,
012,2007,3,217.47,MSA/MSAD Index,,,
012,2007,4,220.36,MSA/MSAD Index,,,
012,2008,1,220.15,MSA/MSAD Index,,,
012,2008,2,220.51,MSA/MSAD Index,,,
012,2008,3,205.99,MSA/MSAD Index,,,
012,2008,4,216.10,MSA/MSAD Index,,,
012,2009,1,217.24,MSA/MSAD Index,,,
012,2009,2,212.48,MSA/MSAD Index,,,
012,2009,3,210.92,MSA/MSAD Index,,,
012,2009,4,207.92,MSA/MSAD Index,,,
012,2010,1,211.81,MSA/MSAD Index,,,
012,2010,2,206.43,MSA/MSAD Index,,,
012,2010,3,208.86,MSA/MSAD Index,,,
012,2010,4,208.11,MSA/MSAD Index,,,
012,2011,1,201.96,MSA/MSAD Index,,,
012,2011,2,203.96,MSA/MSAD Index,,,
012,2011,3,200.02,MSA/MSAD Index,,,
012,2011,4,204.30,MSA/MSAD Index,,,
012,2012,1,207.06,MSA/MSAD Index,,,
012,2012,2,203.67,MSA/MSAD Index,,,
012,2012,3,202.74,MSA/MSAD Index,,,
012,2012,4,200.89,MSA/MSAD Index,,,
012,2013,1,204.89,MSA/MSAD Index,,,
012,2013,2,201.83,MSA/MSAD Index,,,
012,2013,3,197.62,MSA/MSAD Index,,,
012,2013,4,200.10,MSA/MSAD Index,,,
012,2014,1,197.42,MSA/MSAD Index,,,
012,2014,2,195.52,MSA/MSAD Index,,,
012,2014,3,201.45,MSA/MSAD Index,,,
012,2014,4,199.01,MSA/MSAD Index,,,
012,2015,1,198.95,MSA/MSAD Index,,,
012,2015,2,202.07,MSA/MSAD Index,,,
012,2015,3,207.75,MSA/MSAD Index,,,
012,2015,4,208.06,MSA/MSAD Index,,,
012,2016,1,202.58,MSA/MSAD Index,,,
013,1995,1,100.00,Balance of State,,,
013,1995,2,101.17,Balance of State,,,
013,1995,3,105.90,Balance of State,,,
013,1995,4,104.29,Balance of State,,,
013,1996,1,103.42,Balance of State,,,
013,1996,2,103.94,Balance of State,,,
013,1996,3,105.76,Balance of State,,,
013,1996,4,106.38,Balance of State,,,
013,1997,1,105.40,Balance of State,,,
013,1997,2,108.80,Balance of State,,,
013,1997,3,108.17,Balance of State,,,
013,1997,4,113.06,Balance of State,,,
013,1998,1,113.24,Balance of State,,,
013,1998,2,115.59,Balance of State,,,
013,1998,3,118.91,Balance of State,,,
013,1998,4,120.82,Balance of State,,,
013,1999,1,122.06,Balance of State,,,
013,1999,2,125.23,Balance of State,,,
013,1999,3,127.21,Balance of State,,,
013,1999,4,134.66,Balance of State,,,
013,2000,1,144.16,Balance of State,,,
013,2000,2,144.38,Balance of State,,,
013,2000,3,149.44,Balance of State,,,
013,2000,4,155.72,Balance of State,,,
013,2001,1,156.09,Balance of State,,,
013,2001,2,158.68,Balance of State,,,
013,2001,3,161.21,Balance of State,,,
013,2001,4,163.29,Balance of State,,,
013,2002,1,167.97,Balance of State,,,
013,2002,2,171.33,Balance of State,,,
013,2002,3,177.38,Balance of State,,,
013,2002,4,181.16,Balance of State,,,
013,2003,1,182.55,Balance of State,,,
013,2003,2,183.77,Balance of State,,,
013,2003,3,191.95,Balance of State,,,
013,2003,4,196.57,Balance of State,,,
013,2004,1,203.26,Balance of State,,,
013,2004,2,211.54,Balance of State,,,
013,2004,3,223.71,Balance of State,,,
013,2004,4,233.89,Balance of State,,,
013,2005,1,238.11,Balance of State,,,
013,2005,2,244.33,Balance of State,,,
013,2005,3,255.71,Balance of State,,,
013,2005,4,256.39,Balance of State,,,
013,2006,1,257.81,Balance of State,,,
013,2006,2,259.24,Balance of State,,,
013,2006,3,262.30,Balance of State,,,
013,2006,4,270.79,Balance of State,,,
013,2007,1,264.11,Balance of State,,,
013,2007,2,263.36,Balance of State,,,
013,2007,3,255.96,Balance of State,,,
013,2007,4,262.35,Balance of State,,,
013,2008,1,254.63,Balance of State,,,
013,2008,2,250.06,Balance of State,,,
013,2008,3,249.76,Balance of State,,,
013,2008,4,249.38,Balance of State,,,
013,2009,1,255.67,Balance of State,,,
013,2009,2,246.16,Balance of State,,,
013,2009,3,244.39,Balance of State,,,
013,2009,4,236.51,Balance of State,,,
013,2010,1,234.87,Balance of State,,,
013,2010,2,231.36,Balance of State,,,
013,2010,3,238.59,Balance of State,,,
013,2010,4,238.69,Balance of State,,,
013,2011,1,231.84,Balance of State,,,
013,2011,2,228.51,Balance of State,,,
013,2011,3,236.59,Balance of State,,,
013,2011,4,230.99,Balance of State,,,
013,2012,1,230.78,Balance of State,,,
013,2012,2,226.58,Balance of State,,,
013,2012,3,229.80,Balance of State,,,
013,2012,4,232.24,Balance of State,,,
013,2013,1,235.09,Balance of State,,,
013,2013,2,235.39,Balance of State,,,
013,2013,3,223.86,Balance of State,,,
013,2013,4,236.61,Balance of State,,,
013,2014,1,224.71,Balance of State,,,
013,2014,2,236.81,Balance of State,,,
013,2014,3,237.99,Balance of State,,,
013,2014,4,238.08,Balance of State,,,
013,2015,1,240.24,Balance of State,,,
013,2015,2,241.85,Balance of State,,,
013,2015,3,236.04,Balance of State,,,
013,2015,4,251.76,Balance of State,,,
013,2016,1,246.79,Balance of State,,,
014,1995,1,100.00,Native 3-Digit ZIP index,,,
014,1995,2,102.41,Native 3-Digit ZIP index,,,
014,1995,3,103.51,Native 3-Digit ZIP index,,,
014,1995,4,102.63,Native 3-Digit ZIP index,,,
014,1996,1,105.44,Native 3-Digit ZIP index,,,
014,1996,2,105.36,Native 3-Digit ZIP index,,,
014,1996,3,107.78,Native 3-Digit ZIP index,,,
014,1996,4,107.29,Native 3-Digit ZIP index,,,
014,1997,1,107.84,Native 3-Digit ZIP index,,,
014,1997,2,108.37,Native 3-Digit ZIP index,,,
014,1997,3,112.23,Native 3-Digit ZIP index,,,
014,1997,4,112.78,Native 3-Digit ZIP index,,,
014,1998,1,114.82,Native 3-Digit ZIP index,,,
014,1998,2,116.49,Native 3-Digit ZIP index,,,
014,1998,3,119.77,Native 3-Digit ZIP index,,,
014,1998,4,120.40,Native 3-Digit ZIP index,,,
014,1999,1,123.09,Native 3-Digit ZIP index,,,
014,1999,2,126.62,Native 3-Digit ZIP index,,,
014,1999,3,130.58,Native 3-Digit ZIP index,,,
014,1999,4,133.85,Native 3-Digit ZIP index,,,
014,2000,1,138.48,Native 3-Digit ZIP index,,,
014,2000,2,144.15,Native 3-Digit ZIP index,,,
014,2000,3,148.85,Native 3-Digit ZIP index,,,
014,2000,4,151.83,Native 3-Digit ZIP index,,,
014,2001,1,157.52,Native 3-Digit ZIP index,,,
014,2001,2,161.33,Native 3-Digit ZIP index,,,
014,2001,3,166.88,Native 3-Digit ZIP index,,,
014,2001,4,170.97,Native 3-Digit ZIP index,,,
014,2002,1,174.37,Native 3-Digit ZIP index,,,
014,2002,2,180.10,Native 3-Digit ZIP index,,,
014,2002,3,184.73,Native 3-Digit ZIP index,,,
014,2002,4,188.97,Native 3-Digit ZIP index,,,
014,2003,1,192.84,Native 3-Digit ZIP index,,,
014,2003,2,195.87,Native 3-Digit ZIP index,,,
014,2003,3,200.04,Native 3-Digit ZIP index,,,
014,2003,4,207.64,Native 3-Digit ZIP index,,,
014,2004,1,210.14,Native 3-Digit ZIP index,,,
014,2004,2,215.76,Native 3-Digit ZIP index,,,
014,2004,3,224.34,Native 3-Digit ZIP index,,,
014,2004,4,227.98,Native 3-Digit ZIP index,,,
014,2005,1,232.60,Native 3-Digit ZIP index,,,
014,2005,2,238.12,Native 3-Digit ZIP index,,,
014,2005,3,242.54,Native 3-Digit ZIP index,,,
014,2005,4,244.03,Native 3-Digit ZIP index,,,
014,2006,1,244.73,Native 3-Digit ZIP index,,,
014,2006,2,244.46,Native 3-Digit ZIP index,,,
014,2006,3,239.21,Native 3-Digit ZIP index,,,
014,2006,4,240.48,Native 3-Digit ZIP index,,,
014,2007,1,238.36,Native 3-Digit ZIP index,,,
014,2007,2,237.11,Native 3-Digit ZIP index,,,
014,2007,3,227.23,Native 3-Digit ZIP index,,,
014,2007,4,227.57,Native 3-Digit ZIP index,,,
014,2008,1,226.61,Native 3-Digit ZIP index,,,
014,2008,2,217.69,Native 3-Digit ZIP index,,,
014,2008,3,209.98,Native 3-Digit ZIP index,,,
014,2008,4,209.70,Native 3-Digit ZIP index,,,
014,2009,1,211.04,Native 3-Digit ZIP index,,,
014,2009,2,202.79,Native 3-Digit ZIP index,,,
014,2009,3,198.34,Native 3-Digit ZIP index,,,
014,2009,4,198.67,Native 3-Digit ZIP index,,,
014,2010,1,196.10,Native 3-Digit ZIP index,,,
014,2010,2,196.28,Native 3-Digit ZIP index,,,
014,2010,3,196.98,Native 3-Digit ZIP index,,,
014,2010,4,196.78,Native 3-Digit ZIP index,,,
014,2011,1,194.00,Native 3-Digit ZIP index,,,
014,2011,2,188.57,Native 3-Digit ZIP index,,,
014,2011,3,188.68,Native 3-Digit ZIP index,,,
014,2011,4,190.39,Native 3-Digit ZIP index,,,
014,2012,1,186.74,Native 3-Digit ZIP index,,,
014,2012,2,185.35,Native 3-Digit ZIP index,,,
014,2012,3,185.93,Native 3-Digit ZIP index,,,
014,2012,4,186.61,Native 3-Digit ZIP index,,,
014,2013,1,186.54,Native 3-Digit ZIP index,,,
014,2013,2,186.98,Native 3-Digit ZIP index,,,
014,2013,3,187.20,Native 3-Digit ZIP index,,,
014,2013,4,189.36,Native 3-Digit ZIP index,,,
014,2014,1,189.52,Native 3-Digit ZIP index,,,
014,2014,2,190.91,Native 3-Digit ZIP index,,,
014,2014,3,198.43,Native 3-Digit ZIP index,,,
014,2014,4,198.35,Native 3-Digit ZIP index,,,
014,2015,1,195.97,Native 3-Digit ZIP index,,,
014,2015,2,201.78,Native 3-Digit ZIP index,,,
014,2015,3,203.67,Native 3-Digit ZIP index,,,
014,2015,4,207.35,Native 3-Digit ZIP index,,,
014,2016,1,206.96,Native 3-Digit ZIP index,,,
015,1995,1,100.00,Native 3-Digit ZIP index,,,
015,1995,2,100.85,Native 3-Digit ZIP index,,,
015,1995,3,102.50,Native 3-Digit ZIP index,,,
015,1995,4,102.45,Native 3-Digit ZIP index,,,
015,1996,1,103.31,Native 3-Digit ZIP index,,,
015,1996,2,103.32,Native 3-Digit ZIP index,,,
015,1996,3,103.27,Native 3-Digit ZIP index,,,
015,1996,4,104.36,Native 3-Digit ZIP index,,,
015,1997,1,106.35,Native 3-Digit ZIP index,,,
015,1997,2,107.13,Native 3-Digit ZIP index,,,
015,1997,3,107.85,Native 3-Digit ZIP index,,,
015,1997,4,109.43,Native 3-Digit ZIP index,,,
015,1998,1,110.52,Native 3-Digit ZIP index,,,
015,1998,2,112.24,Native 3-Digit ZIP index,,,
015,1998,3,114.65,Native 3-Digit ZIP index,,,
015,1998,4,116.10,Native 3-Digit ZIP index,,,
015,1999,1,117.41,Native 3-Digit ZIP index,,,
015,1999,2,121.15,Native 3-Digit ZIP index,,,
015,1999,3,124.65,Native 3-Digit ZIP index,,,
015,1999,4,127.00,Native 3-Digit ZIP index,,,
015,2000,1,132.51,Native 3-Digit ZIP index,,,
015,2000,2,136.91,Native 3-Digit ZIP index,,,
015,2000,3,141.10,Native 3-Digit ZIP index,,,
015,2000,4,144.60,Native 3-Digit ZIP index,,,
015,2001,1,148.12,Native 3-Digit ZIP index,,,
015,2001,2,152.25,Native 3-Digit ZIP index,,,
015,2001,3,158.57,Native 3-Digit ZIP index,,,
015,2001,4,162.26,Native 3-Digit ZIP index,,,
015,2002,1,166.37,Native 3-Digit ZIP index,,,
015,2002,2,172.97,Native 3-Digit ZIP index,,,
015,2002,3,177.89,Native 3-Digit ZIP index,,,
015,2002,4,181.72,Native 3-Digit ZIP index,,,
015,2003,1,185.37,Native 3-Digit ZIP index,,,
015,2003,2,188.53,Native 3-Digit ZIP index,,,
015,2003,3,191.82,Native 3-Digit ZIP index,,,
015,2003,4,199.64,Native 3-Digit ZIP index,,,
015,2004,1,202.94,Native 3-Digit ZIP index,,,
015,2004,2,207.89,Native 3-Digit ZIP index,,,
015,2004,3,217.27,Native 3-Digit ZIP index,,,
015,2004,4,222.23,Native 3-Digit ZIP index,,,
015,2005,1,225.89,Native 3-Digit ZIP index,,,
015,2005,2,231.48,Native 3-Digit ZIP index,,,
015,2005,3,235.72,Native 3-Digit ZIP index,,,
015,2005,4,237.11,Native 3-Digit ZIP index,,,
015,2006,1,237.62,Native 3-Digit ZIP index,,,
015,2006,2,236.29,Native 3-Digit ZIP index,,,
015,2006,3,233.53,Native 3-Digit ZIP index,,,
015,2006,4,234.77,Native 3-Digit ZIP index,,,
015,2007,1,231.52,Native 3-Digit ZIP index,,,
015,2007,2,228.81,Native 3-Digit ZIP index,,,
015,2007,3,223.97,Native 3-Digit ZIP index,,,
015,2007,4,224.15,Native 3-Digit ZIP index,,,
015,2008,1,222.70,Native 3-Digit ZIP index,,,
015,2008,2,215.65,Native 3-Digit ZIP index,,,
015,2008,3,207.79,Native 3-Digit ZIP index,,,
015,2008,4,207.17,Native 3-Digit ZIP index,,,
015,2009,1,208.59,Native 3-Digit ZIP index,,,
015,2009,2,201.64,Native 3-Digit ZIP index,,,
015,2009,3,198.89,Native 3-Digit ZIP index,,,
015,2009,4,199.43,Native 3-Digit ZIP index,,,
015,2010,1,198.47,Native 3-Digit ZIP index,,,
015,2010,2,196.45,Native 3-Digit ZIP index,,,
015,2010,3,197.60,Native 3-Digit ZIP index,,,
015,2010,4,197.17,Native 3-Digit ZIP index,,,
015,2011,1,193.65,Native 3-Digit ZIP index,,,
015,2011,2,190.75,Native 3-Digit ZIP index,,,
015,2011,3,192.09,Native 3-Digit ZIP index,,,
015,2011,4,191.58,Native 3-Digit ZIP index,,,
015,2012,1,189.56,Native 3-Digit ZIP index,,,
015,2012,2,189.11,Native 3-Digit ZIP index,,,
015,2012,3,189.70,Native 3-Digit ZIP index,,,
015,2012,4,190.75,Native 3-Digit ZIP index,,,
015,2013,1,190.99,Native 3-Digit ZIP index,,,
015,2013,2,190.48,Native 3-Digit ZIP index,,,
015,2013,3,192.07,Native 3-Digit ZIP index,,,
015,2013,4,194.54,Native 3-Digit ZIP index,,,
015,2014,1,195.47,Native 3-Digit ZIP index,,,
015,2014,2,196.94,Native 3-Digit ZIP index,,,
015,2014,3,199.55,Native 3-Digit ZIP index,,,
015,2014,4,200.67,Native 3-Digit ZIP index,,,
015,2015,1,201.19,Native 3-Digit ZIP index,,,
015,2015,2,204.75,Native 3-Digit ZIP index,,,
015,2015,3,208.90,Native 3-Digit ZIP index,,,
015,2015,4,208.98,Native 3-Digit ZIP index,,,
015,2016,1,209.06,Native 3-Digit ZIP index,,,
016,1995,1,100.00,Native 3-Digit ZIP index,,,
016,1995,2,103.35,Native 3-Digit ZIP index,,,
016,1995,3,104.97,Native 3-Digit ZIP index,,,
016,1995,4,106.15,Native 3-Digit ZIP index,,,
016,1996,1,108.29,Native 3-Digit ZIP index,,,
016,1996,2,108.50,Native 3-Digit ZIP index,,,
016,1996,3,106.62,Native 3-Digit ZIP index,,,
016,1996,4,108.04,Native 3-Digit ZIP index,,,
016,1997,1,107.14,Native 3-Digit ZIP index,,,
016,1997,2,110.50,Native 3-Digit ZIP index,,,
016,1997,3,109.95,Native 3-Digit ZIP index,,,
016,1997,4,113.09,Native 3-Digit ZIP index,,,
016,1998,1,116.62,Native 3-Digit ZIP index,,,
016,1998,2,115.46,Native 3-Digit ZIP index,,,
016,1998,3,118.57,Native 3-Digit ZIP index,,,
016,1998,4,120.38,Native 3-Digit ZIP index,,,
016,1999,1,120.95,Native 3-Digit ZIP index,,,
016,1999,2,122.85,Native 3-Digit ZIP index,,,
016,1999,3,127.67,Native 3-Digit ZIP index,,,
016,1999,4,129.01,Native 3-Digit ZIP index,,,
016,2000,1,135.42,Native 3-Digit ZIP index,,,
016,2000,2,136.97,Native 3-Digit ZIP index,,,
