Three-Digit ZIP Code,Year,Quarter,Index (NSA),Index Type,,,
156,2008,4,158.51,Native 3-Digit ZIP index,,,
156,2009,1,161.13,Native 3-Digit ZIP index,,,
156,2009,2,160.72,Native 3-Digit ZIP index,,,
156,2009,3,157.23,Native 3-Digit ZIP index,,,
156,2009,4,160.09,Native 3-Digit ZIP index,,,
156,2010,1,157.29,Native 3-Digit ZIP index,,,
156,2010,2,158.05,Native 3-Digit ZIP index,,,
156,2010,3,160.53,Native 3-Digit ZIP index,,,
156,2010,4,160.02,Native 3-Digit ZIP index,,,
156,2011,1,159.25,Native 3-Digit ZIP index,,,
156,2011,2,159.16,Native 3-Digit ZIP index,,,
156,2011,3,158.75,Native 3-Digit ZIP index,,,
156,2011,4,161.29,Native 3-Digit ZIP index,,,
156,2012,1,159.01,Native 3-Digit ZIP index,,,
156,2012,2,159.44,Native 3-Digit ZIP index,,,
156,2012,3,162.28,Native 3-Digit ZIP index,,,
156,2012,4,162.90,Native 3-Digit ZIP index,,,
156,2013,1,161.73,Native 3-Digit ZIP index,,,
156,2013,2,164.83,Native 3-Digit ZIP index,,,
156,2013,3,164.09,Native 3-Digit ZIP index,,,
156,2013,4,164.06,Native 3-Digit ZIP index,,,
156,2014,1,162.75,Native 3-Digit ZIP index,,,
156,2014,2,165.89,Native 3-Digit ZIP index,,,
156,2014,3,168.12,Native 3-Digit ZIP index,,,
156,2014,4,170.91,Native 3-Digit ZIP index,,,
156,2015,1,168.70,Native 3-Digit ZIP index,,,
156,2015,2,170.70,Native 3-Digit ZIP index,,,
156,2015,3,176.16,Native 3-Digit ZIP index,,,
156,2015,4,172.72,Native 3-Digit ZIP index,,,
156,2016,1,175.50,Native 3-Digit ZIP index,,,
157,1995,1,100.00,Balance of State,,,
157,1995,2,104.41,Balance of State,,,
157,1995,3,107.13,Balance of State,,,
157,1995,4,107.84,Balance of State,,,
157,1996,1,111.25,Balance of State,,,
157,1996,2,109.88,Balance of State,,,
157,1996,3,112.50,Balance of State,,,
157,1996,4,112.47,Balance of State,,,
157,1997,1,114.03,Balance of State,,,
157,1997,2,112.96,Balance of State,,,
157,1997,3,112.04,Balance of State,,,
157,1997,4,113.61,Balance of State,,,
157,1998,1,118.79,Balance of State,,,
157,1998,2,118.96,Balance of State,,,
157,1998,3,118.95,Balance of State,,,
157,1998,4,119.39,Balance of State,,,
157,1999,1,122.77,Balance of State,,,
157,1999,2,120.13,Balance of State,,,
157,1999,3,119.55,Balance of State,,,
157,1999,4,119.69,Balance of State,,,
157,2000,1,121.90,Balance of State,,,
157,2000,2,121.80,Balance of State,,,
157,2000,3,123.83,Balance of State,,,
157,2000,4,124.23,Balance of State,,,
157,2001,1,129.51,Balance of State,,,
157,2001,2,130.49,Balance of State,,,
157,2001,3,130.80,Balance of State,,,
157,2001,4,133.35,Balance of State,,,
157,2002,1,134.20,Balance of State,,,
157,2002,2,134.76,Balance of State,,,
157,2002,3,135.63,Balance of State,,,
157,2002,4,138.55,Balance of State,,,
157,2003,1,139.40,Balance of State,,,
157,2003,2,140.86,Balance of State,,,
157,2003,3,141.38,Balance of State,,,
157,2003,4,143.57,Balance of State,,,
157,2004,1,145.73,Balance of State,,,
157,2004,2,146.77,Balance of State,,,
157,2004,3,149.36,Balance of State,,,
157,2004,4,152.77,Balance of State,,,
157,2005,1,153.74,Balance of State,,,
157,2005,2,155.05,Balance of State,,,
157,2005,3,160.10,Balance of State,,,
157,2005,4,160.75,Balance of State,,,
157,2006,1,164.56,Balance of State,,,
157,2006,2,167.10,Balance of State,,,
157,2006,3,168.57,Balance of State,,,
157,2006,4,171.07,Balance of State,,,
157,2007,1,170.89,Balance of State,,,
157,2007,2,174.33,Balance of State,,,
157,2007,3,174.19,Balance of State,,,
157,2007,4,177.08,Balance of State,,,
157,2008,1,177.56,Balance of State,,,
157,2008,2,178.67,Balance of State,,,
157,2008,3,175.54,Balance of State,,,
157,2008,4,176.23,Balance of State,,,
157,2009,1,179.19,Balance of State,,,
157,2009,2,179.37,Balance of State,,,
157,2009,3,176.30,Balance of State,,,
157,2009,4,174.51,Balance of State,,,
157,2010,1,176.14,Balance of State,,,
157,2010,2,173.54,Balance of State,,,
157,2010,3,176.62,Balance of State,,,
157,2010,4,177.62,Balance of State,,,
157,2011,1,177.24,Balance of State,,,
157,2011,2,175.02,Balance of State,,,
157,2011,3,175.11,Balance of State,,,
157,2011,4,178.32,Balance of State,,,
157,2012,1,177.27,Balance of State,,,
157,2012,2,178.34,Balance of State,,,
157,2012,3,179.58,Balance of State,,,
157,2012,4,182.01,Balance of State,,,
157,2013,1,180.36,Balance of State,,,
157,2013,2,180.16,Balance of State,,,
157,2013,3,181.14,Balance of State,,,
157,2013,4,182.27,Balance of State,,,
157,2014,1,182.23,Balance of State,,,
157,2014,2,180.46,Balance of State,,,
157,2014,3,183.97,Balance of State,,,
157,2014,4,184.48,Balance of State,,,
157,2015,1,186.76,Balance of State,,,
157,2015,2,185.18,Balance of State,,,
157,2015,3,186.58,Balance of State,,,
157,2015,4,187.96,Balance of State,,,
157,2016,1,186.34,Balance of State,,,
158,1995,1,100.00,Balance of State,,,
158,1995,2,104.41,Balance of State,,,
158,1995,3,107.13,Balance of State,,,
158,1995,4,107.84,Balance of State,,,
158,1996,1,111.25,Balance of State,,,
158,1996,2,109.88,Balance of State,,,
158,1996,3,112.50,Balance of State,,,
158,1996,4,112.47,Balance of State,,,
158,1997,1,114.03,Balance of State,,,
158,1997,2,112.96,Balance of State,,,
158,1997,3,112.04,Balance of State,,,
158,1997,4,113.61,Balance of State,,,
158,1998,1,118.79,Balance of State,,,
158,1998,2,118.96,Balance of State,,,
158,1998,3,118.95,Balance of State,,,
158,1998,4,119.39,Balance of State,,,
158,1999,1,122.77,Balance of State,,,
158,1999,2,120.13,Balance of State,,,
158,1999,3,119.55,Balance of State,,,
158,1999,4,119.69,Balance of State,,,
158,2000,1,121.90,Balance of State,,,
158,2000,2,121.80,Balance of State,,,
158,2000,3,123.83,Balance of State,,,
158,2000,4,124.23,Balance of State,,,
158,2001,1,129.51,Balance of State,,,
158,2001,2,130.49,Balance of State,,,
158,2001,3,130.80,Balance of State,,,
158,2001,4,133.35,Balance of State,,,
158,2002,1,134.20,Balance of State,,,
158,2002,2,134.76,Balance of State,,,
158,2002,3,135.63,Balance of State,,,
158,2002,4,138.55,Balance of State,,,
158,2003,1,139.40,Balance of State,,,
158,2003,2,140.86,Balance of State,,,
158,2003,3,141.38,Balance of State,,,
158,2003,4,143.57,Balance of State,,,
158,2004,1,145.73,Balance of State,,,
158,2004,2,146.77,Balance of State,,,
158,2004,3,149.36,Balance of State,,,
158,2004,4,152.77,Balance of State,,,
158,2005,1,153.74,Balance of State,,,
158,2005,2,155.05,Balance of State,,,
158,2005,3,160.10,Balance of State,,,
158,2005,4,160.75,Balance of State,,,
158,2006,1,164.56,Balance of State,,,
158,2006,2,167.10,Balance of State,,,
158,2006,3,168.57,Balance of State,,,
158,2006,4,171.07,Balance of State,,,
158,2007,1,170.89,Balance of State,,,
158,2007,2,174.33,Balance of State,,,
158,2007,3,174.19,Balance of State,,,
158,2007,4,177.08,Balance of State,,,
158,2008,1,177.56,Balance of State,,,
158,2008,2,178.67,Balance of State,,,
158,2008,3,175.54,Balance of State,,,
158,2008,4,176.23,Balance of State,,,
158,2009,1,179.19,Balance of State,,,
158,2009,2,179.37,Balance of State,,,
158,2009,3,176.30,Balance of State,,,
158,2009,4,174.51,Balance of State,,,
158,2010,1,176.14,Balance of State,,,
158,2010,2,173.54,Balance of State,,,
158,2010,3,176.62,Balance of State,,,
158,2010,4,177.62,Balance of State,,,
158,2011,1,177.24,Balance of State,,,
158,2011,2,175.02,Balance of State,,,
158,2011,3,175.11,Balance of State,,,
158,2011,4,178.32,Balance of State,,,
158,2012,1,177.27,Balance of State,,,
158,2012,2,178.34,Balance of State,,,
158,2012,3,179.58,Balance of State,,,
158,2012,4,182.01,Balance of State,,,
158,2013,1,180.36,Balance of State,,,
158,2013,2,180.16,Balance of State,,,
158,2013,3,181.14,Balance of State,,,
158,2013,4,182.27,Balance of State,,,
158,2014,1,182.23,Balance of State,,,
158,2014,2,180.46,Balance of State,,,
158,2014,3,183.97,Balance of State,,,
158,2014,4,184.48,Balance of State,,,
158,2015,1,186.76,Balance of State,,,
158,2015,2,185.18,Balance of State,,,
158,2015,3,186.58,Balance of State,,,
158,2015,4,187.96,Balance of State,,,
158,2016,1,186.34,Balance of State,,,
159,1995,1,,MSA/MSAD Index,,,
159,1995,2,,MSA/MSAD Index,,,
159,1995,3,97.00,MSA/MSAD Index,,,
159,1995,4,105.17,MSA/MSAD Index,,,
159,1996,1,108.06,MSA/MSAD Index,,,
159,1996,2,105.65,MSA/MSAD Index,,,
159,1996,3,101.96,MSA/MSAD Index,,,
159,1996,4,98.61,MSA/MSAD Index,,,
159,1997,1,104.22,MSA/MSAD Index,,,
159,1997,2,102.29,MSA/MSAD Index,,,
159,1997,3,106.00,MSA/MSAD Index,,,
159,1997,4,106.11,MSA/MSAD Index,,,
159,1998,1,106.97,MSA/MSAD Index,,,
159,1998,2,108.52,MSA/MSAD Index,,,
159,1998,3,109.18,MSA/MSAD Index,,,
159,1998,4,111.22,MSA/MSAD Index,,,
159,1999,1,111.46,MSA/MSAD Index,,,
159,1999,2,113.82,MSA/MSAD Index,,,
159,1999,3,111.09,MSA/MSAD Index,,,
159,1999,4,114.40,MSA/MSAD Index,,,
159,2000,1,115.86,MSA/MSAD Index,,,
159,2000,2,113.67,MSA/MSAD Index,,,
159,2000,3,117.19,MSA/MSAD Index,,,
159,2000,4,115.05,MSA/MSAD Index,,,
159,2001,1,121.98,MSA/MSAD Index,,,
159,2001,2,122.14,MSA/MSAD Index,,,
159,2001,3,122.76,MSA/MSAD Index,,,
159,2001,4,123.40,MSA/MSAD Index,,,
159,2002,1,124.73,MSA/MSAD Index,,,
159,2002,2,127.67,MSA/MSAD Index,,,
159,2002,3,126.07,MSA/MSAD Index,,,
159,2002,4,131.08,MSA/MSAD Index,,,
159,2003,1,133.14,MSA/MSAD Index,,,
159,2003,2,130.58,MSA/MSAD Index,,,
159,2003,3,134.80,MSA/MSAD Index,,,
159,2003,4,136.76,MSA/MSAD Index,,,
159,2004,1,138.16,MSA/MSAD Index,,,
159,2004,2,139.81,MSA/MSAD Index,,,
159,2004,3,138.69,MSA/MSAD Index,,,
159,2004,4,147.76,MSA/MSAD Index,,,
159,2005,1,143.69,MSA/MSAD Index,,,
159,2005,2,143.22,MSA/MSAD Index,,,
159,2005,3,147.81,MSA/MSAD Index,,,
159,2005,4,148.67,MSA/MSAD Index,,,
159,2006,1,154.82,MSA/MSAD Index,,,
159,2006,2,155.20,MSA/MSAD Index,,,
159,2006,3,159.19,MSA/MSAD Index,,,
159,2006,4,151.56,MSA/MSAD Index,,,
159,2007,1,159.41,MSA/MSAD Index,,,
159,2007,2,154.51,MSA/MSAD Index,,,
159,2007,3,162.32,MSA/MSAD Index,,,
159,2007,4,160.74,MSA/MSAD Index,,,
159,2008,1,166.41,MSA/MSAD Index,,,
159,2008,2,164.03,MSA/MSAD Index,,,
159,2008,3,161.99,MSA/MSAD Index,,,
159,2008,4,161.70,MSA/MSAD Index,,,
159,2009,1,169.84,MSA/MSAD Index,,,
159,2009,2,166.80,MSA/MSAD Index,,,
159,2009,3,164.70,MSA/MSAD Index,,,
159,2009,4,159.27,MSA/MSAD Index,,,
159,2010,1,161.99,MSA/MSAD Index,,,
159,2010,2,160.28,MSA/MSAD Index,,,
159,2010,3,164.94,MSA/MSAD Index,,,
159,2010,4,167.38,MSA/MSAD Index,,,
159,2011,1,162.14,MSA/MSAD Index,,,
159,2011,2,157.53,MSA/MSAD Index,,,
159,2011,3,165.17,MSA/MSAD Index,,,
159,2011,4,163.70,MSA/MSAD Index,,,
159,2012,1,166.00,MSA/MSAD Index,,,
159,2012,2,162.77,MSA/MSAD Index,,,
159,2012,3,169.48,MSA/MSAD Index,,,
159,2012,4,166.80,MSA/MSAD Index,,,
159,2013,1,164.21,MSA/MSAD Index,,,
159,2013,2,165.42,MSA/MSAD Index,,,
159,2013,3,161.46,MSA/MSAD Index,,,
159,2013,4,159.60,MSA/MSAD Index,,,
159,2014,1,162.01,MSA/MSAD Index,,,
159,2014,2,159.66,MSA/MSAD Index,,,
159,2014,3,168.85,MSA/MSAD Index,,,
159,2014,4,158.03,MSA/MSAD Index,,,
159,2015,1,166.65,MSA/MSAD Index,,,
159,2015,2,170.23,MSA/MSAD Index,,,
159,2015,3,166.76,MSA/MSAD Index,,,
159,2015,4,164.03,MSA/MSAD Index,,,
159,2016,1,166.33,MSA/MSAD Index,,,
160,1995,1,100.00,Native 3-Digit ZIP index,,,
160,1995,2,99.44,Native 3-Digit ZIP index,,,
160,1995,3,103.03,Native 3-Digit ZIP index,,,
160,1995,4,102.38,Native 3-Digit ZIP index,,,
160,1996,1,105.17,Native 3-Digit ZIP index,,,
160,1996,2,104.97,Native 3-Digit ZIP index,,,
160,1996,3,104.25,Native 3-Digit ZIP index,,,
160,1996,4,105.03,Native 3-Digit ZIP index,,,
160,1997,1,104.22,Native 3-Digit ZIP index,,,
160,1997,2,105.72,Native 3-Digit ZIP index,,,
160,1997,3,106.11,Native 3-Digit ZIP index,,,
160,1997,4,108.21,Native 3-Digit ZIP index,,,
160,1998,1,109.43,Native 3-Digit ZIP index,,,
160,1998,2,109.02,Native 3-Digit ZIP index,,,
160,1998,3,109.46,Native 3-Digit ZIP index,,,
160,1998,4,112.79,Native 3-Digit ZIP index,,,
160,1999,1,113.34,Native 3-Digit ZIP index,,,
160,1999,2,112.61,Native 3-Digit ZIP index,,,
160,1999,3,112.36,Native 3-Digit ZIP index,,,
160,1999,4,113.01,Native 3-Digit ZIP index,,,
160,2000,1,114.87,Native 3-Digit ZIP index,,,
160,2000,2,117.74,Native 3-Digit ZIP index,,,
160,2000,3,117.76,Native 3-Digit ZIP index,,,
160,2000,4,119.20,Native 3-Digit ZIP index,,,
160,2001,1,122.28,Native 3-Digit ZIP index,,,
160,2001,2,123.83,Native 3-Digit ZIP index,,,
160,2001,3,125.40,Native 3-Digit ZIP index,,,
160,2001,4,125.89,Native 3-Digit ZIP index,,,
160,2002,1,127.82,Native 3-Digit ZIP index,,,
160,2002,2,129.40,Native 3-Digit ZIP index,,,
160,2002,3,130.72,Native 3-Digit ZIP index,,,
160,2002,4,133.41,Native 3-Digit ZIP index,,,
160,2003,1,133.79,Native 3-Digit ZIP index,,,
160,2003,2,135.22,Native 3-Digit ZIP index,,,
160,2003,3,136.27,Native 3-Digit ZIP index,,,
160,2003,4,139.00,Native 3-Digit ZIP index,,,
160,2004,1,140.37,Native 3-Digit ZIP index,,,
160,2004,2,140.75,Native 3-Digit ZIP index,,,
160,2004,3,145.08,Native 3-Digit ZIP index,,,
160,2004,4,145.35,Native 3-Digit ZIP index,,,
160,2005,1,147.44,Native 3-Digit ZIP index,,,
160,2005,2,149.03,Native 3-Digit ZIP index,,,
160,2005,3,150.00,Native 3-Digit ZIP index,,,
160,2005,4,150.19,Native 3-Digit ZIP index,,,
160,2006,1,152.36,Native 3-Digit ZIP index,,,
160,2006,2,152.14,Native 3-Digit ZIP index,,,
160,2006,3,152.73,Native 3-Digit ZIP index,,,
160,2006,4,155.86,Native 3-Digit ZIP index,,,
160,2007,1,156.76,Native 3-Digit ZIP index,,,
160,2007,2,156.27,Native 3-Digit ZIP index,,,
160,2007,3,155.47,Native 3-Digit ZIP index,,,
160,2007,4,157.59,Native 3-Digit ZIP index,,,
160,2008,1,159.56,Native 3-Digit ZIP index,,,
160,2008,2,159.82,Native 3-Digit ZIP index,,,
160,2008,3,158.52,Native 3-Digit ZIP index,,,
160,2008,4,160.02,Native 3-Digit ZIP index,,,
160,2009,1,161.80,Native 3-Digit ZIP index,,,
160,2009,2,161.20,Native 3-Digit ZIP index,,,
160,2009,3,158.86,Native 3-Digit ZIP index,,,
160,2009,4,157.92,Native 3-Digit ZIP index,,,
160,2010,1,160.00,Native 3-Digit ZIP index,,,
160,2010,2,158.86,Native 3-Digit ZIP index,,,
160,2010,3,162.01,Native 3-Digit ZIP index,,,
160,2010,4,163.16,Native 3-Digit ZIP index,,,
160,2011,1,160.41,Native 3-Digit ZIP index,,,
160,2011,2,163.70,Native 3-Digit ZIP index,,,
160,2011,3,162.52,Native 3-Digit ZIP index,,,
160,2011,4,164.72,Native 3-Digit ZIP index,,,
160,2012,1,162.39,Native 3-Digit ZIP index,,,
160,2012,2,164.60,Native 3-Digit ZIP index,,,
160,2012,3,162.91,Native 3-Digit ZIP index,,,
160,2012,4,168.12,Native 3-Digit ZIP index,,,
160,2013,1,169.42,Native 3-Digit ZIP index,,,
160,2013,2,171.39,Native 3-Digit ZIP index,,,
160,2013,3,171.91,Native 3-Digit ZIP index,,,
160,2013,4,170.50,Native 3-Digit ZIP index,,,
160,2014,1,173.28,Native 3-Digit ZIP index,,,
160,2014,2,177.24,Native 3-Digit ZIP index,,,
160,2014,3,178.58,Native 3-Digit ZIP index,,,
160,2014,4,174.58,Native 3-Digit ZIP index,,,
160,2015,1,177.72,Native 3-Digit ZIP index,,,
160,2015,2,177.63,Native 3-Digit ZIP index,,,
160,2015,3,179.61,Native 3-Digit ZIP index,,,
160,2015,4,184.07,Native 3-Digit ZIP index,,,
160,2016,1,185.29,Native 3-Digit ZIP index,,,
161,1995,1,100.00,MSA/MSAD Index,,,
161,1995,2,103.65,MSA/MSAD Index,,,
161,1995,3,105.70,MSA/MSAD Index,,,
161,1995,4,107.01,MSA/MSAD Index,,,
161,1996,1,109.23,MSA/MSAD Index,,,
161,1996,2,110.98,MSA/MSAD Index,,,
161,1996,3,110.37,MSA/MSAD Index,,,
161,1996,4,112.34,MSA/MSAD Index,,,
161,1997,1,112.06,MSA/MSAD Index,,,
161,1997,2,114.94,MSA/MSAD Index,,,
161,1997,3,116.05,MSA/MSAD Index,,,
161,1997,4,118.15,MSA/MSAD Index,,,
161,1998,1,119.29,MSA/MSAD Index,,,
161,1998,2,121.04,MSA/MSAD Index,,,
161,1998,3,122.83,MSA/MSAD Index,,,
161,1998,4,124.21,MSA/MSAD Index,,,
161,1999,1,123.70,MSA/MSAD Index,,,
161,1999,2,125.47,MSA/MSAD Index,,,
161,1999,3,124.70,MSA/MSAD Index,,,
161,1999,4,122.87,MSA/MSAD Index,,,
161,2000,1,125.00,MSA/MSAD Index,,,
161,2000,2,125.56,MSA/MSAD Index,,,
161,2000,3,127.23,MSA/MSAD Index,,,
161,2000,4,128.71,MSA/MSAD Index,,,
161,2001,1,132.40,MSA/MSAD Index,,,
161,2001,2,132.90,MSA/MSAD Index,,,
161,2001,3,134.03,MSA/MSAD Index,,,
161,2001,4,136.31,MSA/MSAD Index,,,
161,2002,1,136.44,MSA/MSAD Index,,,
161,2002,2,137.64,MSA/MSAD Index,,,
161,2002,3,138.74,MSA/MSAD Index,,,
161,2002,4,139.94,MSA/MSAD Index,,,
161,2003,1,141.05,MSA/MSAD Index,,,
161,2003,2,141.82,MSA/MSAD Index,,,
161,2003,3,142.69,MSA/MSAD Index,,,
161,2003,4,143.74,MSA/MSAD Index,,,
161,2004,1,147.04,MSA/MSAD Index,,,
161,2004,2,144.91,MSA/MSAD Index,,,
161,2004,3,146.71,MSA/MSAD Index,,,
161,2004,4,147.56,MSA/MSAD Index,,,
161,2005,1,149.27,MSA/MSAD Index,,,
161,2005,2,150.33,MSA/MSAD Index,,,
161,2005,3,152.55,MSA/MSAD Index,,,
161,2005,4,151.16,MSA/MSAD Index,,,
161,2006,1,152.78,MSA/MSAD Index,,,
161,2006,2,150.57,MSA/MSAD Index,,,
161,2006,3,151.46,MSA/MSAD Index,,,
161,2006,4,151.18,MSA/MSAD Index,,,
161,2007,1,150.78,MSA/MSAD Index,,,
161,2007,2,150.58,MSA/MSAD Index,,,
161,2007,3,149.20,MSA/MSAD Index,,,
161,2007,4,149.46,MSA/MSAD Index,,,
161,2008,1,150.19,MSA/MSAD Index,,,
161,2008,2,149.63,MSA/MSAD Index,,,
161,2008,3,144.79,MSA/MSAD Index,,,
161,2008,4,146.20,MSA/MSAD Index,,,
161,2009,1,148.54,MSA/MSAD Index,,,
161,2009,2,147.43,MSA/MSAD Index,,,
161,2009,3,143.02,MSA/MSAD Index,,,
161,2009,4,140.88,MSA/MSAD Index,,,
161,2010,1,140.62,MSA/MSAD Index,,,
161,2010,2,138.69,MSA/MSAD Index,,,
161,2010,3,141.36,MSA/MSAD Index,,,
161,2010,4,141.07,MSA/MSAD Index,,,
161,2011,1,137.32,MSA/MSAD Index,,,
161,2011,2,134.89,MSA/MSAD Index,,,
161,2011,3,137.56,MSA/MSAD Index,,,
161,2011,4,137.31,MSA/MSAD Index,,,
161,2012,1,136.85,MSA/MSAD Index,,,
161,2012,2,134.71,MSA/MSAD Index,,,
161,2012,3,135.43,MSA/MSAD Index,,,
161,2012,4,137.19,MSA/MSAD Index,,,
161,2013,1,135.29,MSA/MSAD Index,,,
161,2013,2,138.23,MSA/MSAD Index,,,
161,2013,3,138.50,MSA/MSAD Index,,,
161,2013,4,137.92,MSA/MSAD Index,,,
161,2014,1,138.22,MSA/MSAD Index,,,
161,2014,2,138.64,MSA/MSAD Index,,,
161,2014,3,142.98,MSA/MSAD Index,,,
161,2014,4,141.55,MSA/MSAD Index,,,
161,2015,1,142.34,MSA/MSAD Index,,,
161,2015,2,143.21,MSA/MSAD Index,,,
161,2015,3,143.74,MSA/MSAD Index,,,
161,2015,4,146.02,MSA/MSAD Index,,,
161,2016,1,145.29,MSA/MSAD Index,,,
162,1995,1,100.00,MSA/MSAD Index,,,
162,1995,2,101.54,MSA/MSAD Index,,,
162,1995,3,103.47,MSA/MSAD Index,,,
162,1995,4,104.18,MSA/MSAD Index,,,
162,1996,1,106.12,MSA/MSAD Index,,,
162,1996,2,105.10,MSA/MSAD Index,,,
162,1996,3,105.00,MSA/MSAD Index,,,
162,1996,4,106.06,MSA/MSAD Index,,,
162,1997,1,106.10,MSA/MSAD Index,,,
162,1997,2,106.80,MSA/MSAD Index,,,
162,1997,3,107.70,MSA/MSAD Index,,,
162,1997,4,108.95,MSA/MSAD Index,,,
162,1998,1,111.70,MSA/MSAD Index,,,
162,1998,2,111.30,MSA/MSAD Index,,,
162,1998,3,112.02,MSA/MSAD Index,,,
162,1998,4,114.26,MSA/MSAD Index,,,
162,1999,1,114.89,MSA/MSAD Index,,,
162,1999,2,114.86,MSA/MSAD Index,,,
162,1999,3,114.69,MSA/MSAD Index,,,
162,1999,4,114.90,MSA/MSAD Index,,,
162,2000,1,116.25,MSA/MSAD Index,,,
162,2000,2,118.02,MSA/MSAD Index,,,
162,2000,3,119.35,MSA/MSAD Index,,,
162,2000,4,121.16,MSA/MSAD Index,,,
162,2001,1,124.80,MSA/MSAD Index,,,
162,2001,2,126.17,MSA/MSAD Index,,,
162,2001,3,127.53,MSA/MSAD Index,,,
162,2001,4,129.04,MSA/MSAD Index,,,
162,2002,1,130.91,MSA/MSAD Index,,,
162,2002,2,131.66,MSA/MSAD Index,,,
162,2002,3,133.82,MSA/MSAD Index,,,
162,2002,4,135.39,MSA/MSAD Index,,,
162,2003,1,136.62,MSA/MSAD Index,,,
162,2003,2,137.98,MSA/MSAD Index,,,
162,2003,3,139.35,MSA/MSAD Index,,,
162,2003,4,141.87,MSA/MSAD Index,,,
162,2004,1,143.42,MSA/MSAD Index,,,
162,2004,2,144.52,MSA/MSAD Index,,,
162,2004,3,146.56,MSA/MSAD Index,,,
162,2004,4,148.47,MSA/MSAD Index,,,
162,2005,1,149.78,MSA/MSAD Index,,,
162,2005,2,151.60,MSA/MSAD Index,,,
162,2005,3,153.63,MSA/MSAD Index,,,
162,2005,4,153.46,MSA/MSAD Index,,,
162,2006,1,154.38,MSA/MSAD Index,,,
162,2006,2,154.99,MSA/MSAD Index,,,
162,2006,3,155.24,MSA/MSAD Index,,,
162,2006,4,157.28,MSA/MSAD Index,,,
162,2007,1,158.30,MSA/MSAD Index,,,
162,2007,2,158.96,MSA/MSAD Index,,,
162,2007,3,159.01,MSA/MSAD Index,,,
162,2007,4,160.03,MSA/MSAD Index,,,
162,2008,1,162.90,MSA/MSAD Index,,,
162,2008,2,161.62,MSA/MSAD Index,,,
162,2008,3,160.68,MSA/MSAD Index,,,
162,2008,4,160.32,MSA/MSAD Index,,,
162,2009,1,163.71,MSA/MSAD Index,,,
162,2009,2,163.29,MSA/MSAD Index,,,
162,2009,3,161.16,MSA/MSAD Index,,,
162,2009,4,161.42,MSA/MSAD Index,,,
162,2010,1,160.96,MSA/MSAD Index,,,
162,2010,2,161.46,MSA/MSAD Index,,,
162,2010,3,164.52,MSA/MSAD Index,,,
162,2010,4,164.52,MSA/MSAD Index,,,
162,2011,1,162.94,MSA/MSAD Index,,,
162,2011,2,163.85,MSA/MSAD Index,,,
162,2011,3,164.64,MSA/MSAD Index,,,
162,2011,4,165.88,MSA/MSAD Index,,,
162,2012,1,164.75,MSA/MSAD Index,,,
162,2012,2,165.97,MSA/MSAD Index,,,
162,2012,3,167.53,MSA/MSAD Index,,,
162,2012,4,168.27,MSA/MSAD Index,,,
162,2013,1,168.72,MSA/MSAD Index,,,
162,2013,2,171.40,MSA/MSAD Index,,,
162,2013,3,172.64,MSA/MSAD Index,,,
162,2013,4,172.00,MSA/MSAD Index,,,
162,2014,1,172.77,MSA/MSAD Index,,,
162,2014,2,177.30,MSA/MSAD Index,,,
162,2014,3,179.28,MSA/MSAD Index,,,
162,2014,4,178.94,MSA/MSAD Index,,,
162,2015,1,180.09,MSA/MSAD Index,,,
162,2015,2,183.62,MSA/MSAD Index,,,
162,2015,3,186.93,MSA/MSAD Index,,,
162,2015,4,186.96,MSA/MSAD Index,,,
162,2016,1,188.54,MSA/MSAD Index,,,
163,1995,1,100.00,Balance of State,,,
163,1995,2,104.41,Balance of State,,,
163,1995,3,107.13,Balance of State,,,
163,1995,4,107.84,Balance of State,,,
163,1996,1,111.25,Balance of State,,,
163,1996,2,109.88,Balance of State,,,
163,1996,3,112.50,Balance of State,,,
163,1996,4,112.47,Balance of State,,,
163,1997,1,114.03,Balance of State,,,
163,1997,2,112.96,Balance of State,,,
163,1997,3,112.04,Balance of State,,,
163,1997,4,113.61,Balance of State,,,
163,1998,1,118.79,Balance of State,,,
163,1998,2,118.96,Balance of State,,,
163,1998,3,118.95,Balance of State,,,
163,1998,4,119.39,Balance of State,,,
163,1999,1,122.77,Balance of State,,,
163,1999,2,120.13,Balance of State,,,
163,1999,3,119.55,Balance of State,,,
163,1999,4,119.69,Balance of State,,,
163,2000,1,121.90,Balance of State,,,
163,2000,2,121.80,Balance of State,,,
163,2000,3,123.83,Balance of State,,,
163,2000,4,124.23,Balance of State,,,
163,2001,1,129.51,Balance of State,,,
163,2001,2,130.49,Balance of State,,,
163,2001,3,130.80,Balance of State,,,
163,2001,4,133.35,Balance of State,,,
163,2002,1,134.20,Balance of State,,,
163,2002,2,134.76,Balance of State,,,
163,2002,3,135.63,Balance of State,,,
163,2002,4,138.55,Balance of State,,,
163,2003,1,139.40,Balance of State,,,
163,2003,2,140.86,Balance of State,,,
163,2003,3,141.38,Balance of State,,,
163,2003,4,143.57,Balance of State,,,
163,2004,1,145.73,Balance of State,,,
163,2004,2,146.77,Balance of State,,,
163,2004,3,149.36,Balance of State,,,
163,2004,4,152.77,Balance of State,,,
163,2005,1,153.74,Balance of State,,,
163,2005,2,155.05,Balance of State,,,
163,2005,3,160.10,Balance of State,,,
163,2005,4,160.75,Balance of State,,,
163,2006,1,164.56,Balance of State,,,
163,2006,2,167.10,Balance of State,,,
163,2006,3,168.57,Balance of State,,,
163,2006,4,171.07,Balance of State,,,
